,ID,Producto,Cliente,Año,Periodo,Cantidad,Ingresos,Conteo,Costos,Margen
3043,3526,Wine - Sawmill Creek Autumn,Prohaska-Bayer,2019,5,9.0,126.0,6.0,62.88,63.12
3044,3527,Wine - Sawmill Creek Autumn,Prohaska-Bayer,2019,6,9.0,126.0,8.0,62.9,63.1
3046,3529,Icecream Cone - Areo Chocolate,Prohaska-Bayer,2019,1,13.0,241.75,7.0,152.85,88.9
3049,3532,Cheese - Camembert,Prohaska-Bayer,2019,2,7.0,173.25,6.0,126.07,47.18000000000001
3051,3534,Cheese - Camembert,Prohaska-Bayer,2019,3,7.0,131.25,6.0,84.07,47.18000000000001
3052,3535,Cheese - Camembert,Prohaska-Bayer,2019,4,3.0,56.25,2.0,36.03,20.22
3053,3536,Cheese - Camembert,Prohaska-Bayer,2019,5,5.0,93.75,5.0,60.05,33.7
3054,3537,Cheese - Camembert,Prohaska-Bayer,2019,6,7.0,131.25,7.0,84.07,47.18000000000001
3056,3539,Bread Country Roll,Prohaska-Bayer,2019,1,12.0,211.0,6.0,61.49,149.51
3059,3542,Juice - Apple Cider,Prohaska-Bayer,2019,2,7.0,179.55,5.0,92.31,87.24000000000001
3061,3544,Juice - Apple Cider,Prohaska-Bayer,2019,3,6.0,106.5,4.0,31.72,74.78
3062,3545,Juice - Apple Cider,Prohaska-Bayer,2019,4,6.0,106.5,5.0,31.73,74.77
3063,3546,Juice - Apple Cider,Prohaska-Bayer,2019,5,4.0,71.0,4.0,21.16,49.84
3064,3547,Juice - Apple Cider,Prohaska-Bayer,2019,6,5.0,88.75,5.0,26.45,62.3
3066,3549,Cherries - Fresh,Prohaska-Bayer,2019,5,1.0,15.13,1.0,12.01,3.120000000000001
3070,3553,Ecolab Crystal Fusion,Prohaska-Bayer,2019,4,1.0,46.5,1.0,46.5,0.0
3074,3557,"Sugar - Sweet N Low, Individual",Prohaska-Bayer,2019,1,2.0,59.95,2.0,40.19,19.760000000000005
3077,3560,Onions - Vidalia,Prohaska-Bayer,2019,3,1.0,34.1,1.0,24.22,9.880000000000003
3079,3562,Onions - Vidalia,Prohaska-Bayer,2019,4,1.0,34.1,1.0,24.22,9.880000000000003
3080,3563,Onions - Vidalia,Prohaska-Bayer,2019,5,2.0,64.1,2.0,44.34,19.75999999999999
3082,3565,Soup - French Can Pea,Prohaska-Bayer,2019,1,1.0,25.0,1.0,11.02,13.98
3085,3568,Ice Cream Bar - Hagen Daz,Prohaska-Bayer,2019,4,1.0,23.93,1.0,9.95,13.98
3087,3570,Ice Cream Bar - Hagen Daz,Prohaska-Bayer,2019,5,1.0,23.93,1.0,9.95,13.98
3093,3576,Tomatoes - Heirloom,"Anderson, Raynor and Bernier",2019,1,2.0,29.0,1.0,10.17,18.83
3097,3580,Wine - Riesling Alsace Ac 2001,"Anderson, Raynor and Bernier",2019,4,1.0,13.2,1.0,8.72,4.479999999999999
3105,3588,Tomatoes,"Anderson, Raynor and Bernier",2019,5,1.0,26.4,1.0,22.39,4.009999999999998
3109,3592,Mix Pina Colada,"Anderson, Raynor and Bernier",2019,5,1.0,25.85,1.0,21.97,3.8800000000000026
3113,3596,Tomatoes - Grape,"Anderson, Raynor and Bernier",2019,1,7.0,75.25,6.0,40.81,34.44
3116,3599,"Zucchini - Mini, Green","Anderson, Raynor and Bernier",2019,2,5.0,53.75,5.0,29.15,24.6
3118,3601,"Zucchini - Mini, Green","Anderson, Raynor and Bernier",2019,3,8.0,86.0,6.0,46.64,39.36
3119,3602,"Zucchini - Mini, Green","Anderson, Raynor and Bernier",2019,4,2.0,21.5,2.0,11.66,9.84
3120,3603,"Zucchini - Mini, Green","Anderson, Raynor and Bernier",2019,5,2.0,21.5,1.0,11.66,9.84
3122,3605,Octopus,"Anderson, Raynor and Bernier",2019,1,19.0,185.25,8.0,71.7,113.55
3125,3608,V8 - Vegetable Cocktail,"Anderson, Raynor and Bernier",2019,2,15.0,164.25,8.0,74.61,89.64
3127,3610,V8 - Vegetable Cocktail,"Anderson, Raynor and Bernier",2019,3,14.0,138.75,8.0,55.09,83.66
3128,3611,V8 - Vegetable Cocktail,"Anderson, Raynor and Bernier",2019,4,14.0,136.5,8.0,52.84,83.66
3129,3612,V8 - Vegetable Cocktail,"Anderson, Raynor and Bernier",2019,5,25.0,243.75,12.0,94.34,149.41
3130,3613,V8 - Vegetable Cocktail,"Anderson, Raynor and Bernier",2019,6,13.0,126.75,7.0,49.06,77.69
3132,3615,Cape Capensis - Fillet,"Anderson, Raynor and Bernier",2019,3,0.0,24.76,1.0,0.19,24.57
3135,3618,Roe - White Fish,"Anderson, Raynor and Bernier",2019,4,1.0,12.38,1.0,2.58,9.8
3138,3621,Skirt - 29 Foot,"Anderson, Raynor and Bernier",2019,1,9.0,108.0,6.0,67.59,40.41
3141,3624,Blueberries - Frozen,"Anderson, Raynor and Bernier",2019,2,8.0,102.0,6.0,66.08,35.92
3143,3626,Blueberries - Frozen,"Anderson, Raynor and Bernier",2019,3,9.0,121.0,7.0,68.02,52.980000000000004
3144,3627,Blueberries - Frozen,"Anderson, Raynor and Bernier",2019,4,2.0,24.0,2.0,15.02,8.98
3145,3628,Blueberries - Frozen,"Anderson, Raynor and Bernier",2019,5,7.0,84.0,6.0,52.57,31.43
3146,3629,Blueberries - Frozen,"Anderson, Raynor and Bernier",2019,6,5.0,60.0,5.0,37.55,22.450000000000003
3148,3631,Coffee - Espresso,"Anderson, Raynor and Bernier",2019,1,6.0,105.0,7.0,56.88,48.12
3151,3634,"Trout - Hot Smkd, Dbl Fillet","Anderson, Raynor and Bernier",2019,2,9.0,135.0,8.0,85.33,49.67
3153,3636,"Trout - Hot Smkd, Dbl Fillet","Anderson, Raynor and Bernier",2019,3,9.0,150.0,9.0,85.33,64.67
3154,3637,"Trout - Hot Smkd, Dbl Fillet","Anderson, Raynor and Bernier",2019,4,8.0,120.0,8.0,75.84,44.16
3155,3638,"Trout - Hot Smkd, Dbl Fillet","Anderson, Raynor and Bernier",2019,5,7.0,105.0,6.0,66.37,38.629999999999995
3156,3639,"Trout - Hot Smkd, Dbl Fillet","Anderson, Raynor and Bernier",2019,6,7.0,105.0,7.0,66.36,38.64
3158,3641,"Beef - Baby, Liver","Anderson, Raynor and Bernier",2019,1,8.0,128.0,8.0,54.88,73.12
3161,3644,Muffin - Mix - Creme Brule 15l,"Anderson, Raynor and Bernier",2019,2,7.0,124.5,7.0,60.52,63.98
3163,3646,Muffin - Mix - Creme Brule 15l,"Anderson, Raynor and Bernier",2019,3,6.0,96.0,5.0,41.17,54.83
3164,3647,Muffin - Mix - Creme Brule 15l,"Anderson, Raynor and Bernier",2019,4,6.0,96.0,6.0,41.16,54.84
3165,3648,Muffin - Mix - Creme Brule 15l,"Anderson, Raynor and Bernier",2019,5,4.0,64.0,4.0,27.44,36.56
3166,3649,Muffin - Mix - Creme Brule 15l,"Anderson, Raynor and Bernier",2019,6,5.0,80.0,5.0,34.3,45.7
3168,3651,Wine - Dubouef Macon - Villages,"Anderson, Raynor and Bernier",2019,5,1.0,13.75,1.0,8.23,5.52
3172,3655,Wine - Prem Select Charddonany,"Anderson, Raynor and Bernier",2019,1,9.0,149.95,8.0,65.7,84.24999999999999
3175,3658,"Juice - Apple, 1.36l","Anderson, Raynor and Bernier",2019,2,6.0,108.7,6.0,52.54,56.160000000000004
3177,3660,"Juice - Apple, 1.36l","Anderson, Raynor and Bernier",2019,3,9.0,156.7,8.0,72.45,84.24999999999999
3178,3661,"Juice - Apple, 1.36l","Anderson, Raynor and Bernier",2019,4,8.0,164.0,8.0,89.12,74.88
3179,3662,"Juice - Apple, 1.36l","Anderson, Raynor and Bernier",2019,5,9.0,184.5,8.0,100.25,84.25
3180,3663,"Juice - Apple, 1.36l","Anderson, Raynor and Bernier",2019,6,6.0,123.0,5.0,66.83,56.17
3182,3665,Wine - Semi Dry Riesling Vineland,"Anderson, Raynor and Bernier",2019,1,8.0,112.5,5.0,56.39,56.11
3185,3668,Wine - Sawmill Creek Autumn,"Anderson, Raynor and Bernier",2019,2,7.0,108.0,6.0,58.92,49.08
3187,3670,Wine - Sawmill Creek Autumn,"Anderson, Raynor and Bernier",2019,3,5.0,84.0,6.0,27.94,56.06
3188,3671,Wine - Sawmill Creek Autumn,"Anderson, Raynor and Bernier",2019,4,6.0,86.5,6.0,44.44,42.06
3189,3672,Wine - Sawmill Creek Autumn,"Anderson, Raynor and Bernier",2019,5,5.0,70.0,5.0,34.95,35.05
3190,3673,Wine - Sawmill Creek Autumn,"Anderson, Raynor and Bernier",2019,6,5.0,70.0,5.0,34.95,35.05
3192,3675,Icecream Cone - Areo Chocolate,"Anderson, Raynor and Bernier",2019,1,11.0,213.73,8.0,139.59,74.13999999999999
3195,3678,Cheese - Camembert,"Anderson, Raynor and Bernier",2019,2,10.0,223.5,8.0,156.1,67.4
3197,3680,Cheese - Camembert,"Anderson, Raynor and Bernier",2019,3,11.0,225.0,11.0,134.41,90.59
3198,3681,Cheese - Camembert,"Anderson, Raynor and Bernier",2019,4,8.0,150.0,6.0,96.08,53.92
3199,3682,Cheese - Camembert,"Anderson, Raynor and Bernier",2019,5,13.0,243.75,11.0,156.13,87.62
3200,3683,Cheese - Camembert,"Anderson, Raynor and Bernier",2019,6,10.0,187.5,7.0,120.1,67.4
3202,3685,Bread Country Roll,"Anderson, Raynor and Bernier",2019,1,12.0,224.4,9.0,74.85,149.55
3205,3688,Juice - Apple Cider,"Anderson, Raynor and Bernier",2019,2,7.0,162.75,6.0,75.52,87.23
3207,3690,Juice - Apple Cider,"Anderson, Raynor and Bernier",2019,3,11.0,198.15,11.0,61.09,137.06
3208,3691,Juice - Apple Cider,"Anderson, Raynor and Bernier",2019,4,7.0,120.75,6.0,33.52,87.22999999999999
3209,3692,Juice - Apple Cider,"Anderson, Raynor and Bernier",2019,5,8.0,146.4,7.0,46.71,99.69
3210,3693,Juice - Apple Cider,"Anderson, Raynor and Bernier",2019,6,4.0,69.0,4.0,19.16,49.84
3216,3699,Bread Bowl Plain,Shields and Sons,2019,2,1.0,14.58,1.0,9.25,5.33
3220,3703,Cookie Dough - Oatmeal Rasin,Shields and Sons,2019,2,1.0,13.2,1.0,10.75,2.4499999999999993
3224,3707,Cherries - Fresh,Shields and Sons,2019,1,1.0,19.5,1.0,16.39,3.1099999999999994
3227,3710,Sea Bass - Fillets,Shields and Sons,2019,2,1.0,15.13,1.0,12.01,3.120000000000001
3230,3713,Ginger - Crystalized,Shields and Sons,2019,1,1.0,37.0,1.0,18.73,18.27
3234,3717,"Sugar - Sweet N Low, Individual",Shields and Sons,2019,1,2.0,51.7,1.0,31.8,19.900000000000002
3237,3720,Onions - Vidalia,Shields and Sons,2019,2,3.0,102.3,1.0,72.67,29.629999999999995
3240,3723,Sage Derby,Shields and Sons,2019,1,2.0,79.2,1.0,41.99,37.21
3244,3727,Cheese - Oka,Shields and Sons,2019,1,1.0,95.0,1.0,52.9,42.1
3247,3730,Truffle Shells - White Chocolate,Shields and Sons,2019,2,1.0,95.0,1.0,52.9,42.1
3250,3733,Soup - French Can Pea,Shields and Sons,2019,1,1.0,25.0,1.0,11.02,13.98
3253,3736,Ice Cream Bar - Hagen Daz,Shields and Sons,2019,2,1.0,23.93,1.0,9.95,13.98
3259,3742,Octopus,Wuckert-Nader,2019,3,7.0,129.5,1.0,12.82,116.68
3263,3746,Rum - Mount Gay Eclipes,Wuckert-Nader,2019,3,5.0,131.5,1.0,45.64,85.86
3267,3750,Orange Roughy 4/6 Oz,Wuckert-Nader,2019,5,7.0,147.0,1.0,39.96,107.03999999999999
3271,3754,Rabbit - Saddles,Wuckert-Nader,2019,1,34.0,546.0,4.0,170.93,375.07
3274,3757,Beef - Bresaola,Wuckert-Nader,2019,2,20.0,340.0,3.0,119.02,220.98000000000002
3276,3759,Beef - Bresaola,Wuckert-Nader,2019,3,18.0,391.0,4.0,90.57,300.43
3277,3760,Beef - Bresaola,Wuckert-Nader,2019,4,21.0,357.0,3.0,125.17,231.82999999999998
3278,3761,Beef - Bresaola,Wuckert-Nader,2019,5,21.0,357.0,3.0,124.82,232.18
3279,3762,Beef - Bresaola,Wuckert-Nader,2019,6,28.0,476.0,4.0,165.86,310.14
3285,3768,"Basil - Primerba, Paste",Boyer-Streich,2019,1,2.0,20.5,2.0,7.08,13.42
3288,3771,"Salsify, Organic",Boyer-Streich,2019,2,3.0,37.93,3.0,17.8,20.13
3290,3773,"Salsify, Organic",Boyer-Streich,2019,3,2.0,20.5,2.0,7.08,13.42
3291,3774,"Salsify, Organic",Boyer-Streich,2019,4,3.0,30.75,3.0,10.62,20.130000000000003
3292,3775,"Salsify, Organic",Boyer-Streich,2019,5,3.0,30.75,3.0,10.62,20.130000000000003
3293,3776,"Salsify, Organic",Boyer-Streich,2019,6,2.0,20.5,2.0,7.08,13.42
3295,3778,Octopus,Boyer-Streich,2019,1,3.0,29.25,3.0,11.31,17.939999999999998
3298,3781,V8 - Vegetable Cocktail,Boyer-Streich,2019,2,3.0,36.0,3.0,18.06,17.94
3300,3783,V8 - Vegetable Cocktail,Boyer-Streich,2019,3,2.0,19.5,2.0,7.54,11.96
3301,3784,V8 - Vegetable Cocktail,Boyer-Streich,2019,4,3.0,29.25,3.0,11.31,17.939999999999998
3302,3785,V8 - Vegetable Cocktail,Boyer-Streich,2019,5,3.0,29.25,3.0,11.31,17.939999999999998
3303,3786,V8 - Vegetable Cocktail,Boyer-Streich,2019,6,2.0,19.5,2.0,7.54,11.96
3313,3796,Coffee - Espresso,Boyer-Streich,2019,1,2.0,30.05,2.0,19.01,11.04
3316,3799,"Trout - Hot Smkd, Dbl Fillet",Boyer-Streich,2019,2,2.0,30.0,2.0,18.96,11.04
3318,3801,"Trout - Hot Smkd, Dbl Fillet",Boyer-Streich,2019,3,0.0,15.05,1.0,0.0,15.05
3320,3803,Wine - Semi Dry Riesling Vineland,Boyer-Streich,2019,3,0.0,16.0,1.0,0.0,16.0
3324,3807,Icecream Cone - Areo Chocolate,Boyer-Streich,2019,3,0.0,18.25,1.0,4.2,14.05
3332,3815,Tomatoes - Grape,Parisian-Parisian,2019,3,2.0,21.5,2.0,11.66,9.84
3335,3818,"Zucchini - Mini, Green",Parisian-Parisian,2019,4,1.0,10.75,1.0,5.83,4.92
3337,3820,"Zucchini - Mini, Green",Parisian-Parisian,2019,5,2.0,21.5,2.0,11.66,9.84
3339,3822,"Basil - Primerba, Paste",Parisian-Parisian,2019,1,3.0,30.75,3.0,10.62,20.130000000000003
3342,3825,"Salsify, Organic",Parisian-Parisian,2019,2,2.0,25.0,2.0,11.58,13.42
3344,3827,"Salsify, Organic",Parisian-Parisian,2019,3,1.0,12.5,1.0,5.79,6.71
3345,3828,"Salsify, Organic",Parisian-Parisian,2019,4,1.0,12.5,1.0,5.79,6.71
3346,3829,"Salsify, Organic",Parisian-Parisian,2019,5,1.0,12.5,1.0,5.79,6.71
3348,3831,Beef - Ground Lean Fresh,Parisian-Parisian,2019,1,1.0,17.5,1.0,3.26,14.24
3351,3834,Muffin Puck Ww Carrot,Parisian-Parisian,2019,2,1.0,19.5,1.0,5.25,14.25
3353,3836,Muffin Puck Ww Carrot,Parisian-Parisian,2019,4,1.0,19.5,1.0,5.97,13.530000000000001
3355,3838,Octopus,Parisian-Parisian,2019,1,4.0,39.0,4.0,15.08,23.92
3358,3841,V8 - Vegetable Cocktail,Parisian-Parisian,2019,2,4.0,48.0,3.0,24.09,23.91
3360,3843,V8 - Vegetable Cocktail,Parisian-Parisian,2019,3,5.0,60.0,4.0,30.11,29.89
3361,3844,V8 - Vegetable Cocktail,Parisian-Parisian,2019,4,3.0,36.0,3.0,18.06,17.94
3362,3845,V8 - Vegetable Cocktail,Parisian-Parisian,2019,5,3.0,36.0,3.0,18.06,17.94
3363,3846,V8 - Vegetable Cocktail,Parisian-Parisian,2019,6,2.0,24.0,2.0,12.04,11.96
3365,3848,"Flour - Bran, Red",Parisian-Parisian,2019,1,1.0,14.25,1.0,1.43,12.82
3368,3851,Artichokes - Jerusalem,Parisian-Parisian,2019,6,1.0,14.25,1.0,1.8,12.45
3371,3854,Cape Capensis - Fillet,Parisian-Parisian,2019,1,4.0,45.0,3.0,5.84,39.16
3374,3857,Roe - White Fish,Parisian-Parisian,2019,2,4.0,60.0,5.0,8.9,51.1
3376,3859,Roe - White Fish,Parisian-Parisian,2019,3,4.0,48.0,4.0,8.99,39.01
3377,3860,Roe - White Fish,Parisian-Parisian,2019,4,4.0,48.0,4.0,9.38,38.62
3378,3861,Roe - White Fish,Parisian-Parisian,2019,5,2.0,24.0,2.0,4.41,19.59
3379,3862,Roe - White Fish,Parisian-Parisian,2019,6,3.0,36.0,3.0,6.6,29.4
3381,3864,Skirt - 29 Foot,Parisian-Parisian,2019,1,6.0,61.5,5.0,34.56,26.939999999999998
3384,3867,Blueberries - Frozen,Parisian-Parisian,2019,2,5.0,78.0,5.0,42.55,35.45
3386,3869,Blueberries - Frozen,Parisian-Parisian,2019,3,5.0,65.0,4.0,42.55,22.450000000000003
3387,3870,Blueberries - Frozen,Parisian-Parisian,2019,4,5.0,65.0,5.0,42.55,22.450000000000003
3388,3871,Blueberries - Frozen,Parisian-Parisian,2019,5,4.0,52.0,4.0,34.04,17.96
3389,3872,Blueberries - Frozen,Parisian-Parisian,2019,6,3.0,39.0,3.0,25.53,13.469999999999999
3391,3874,Coffee - Espresso,Parisian-Parisian,2019,1,3.0,45.0,3.0,28.44,16.56
3394,3877,"Trout - Hot Smkd, Dbl Fillet",Parisian-Parisian,2019,2,3.0,45.0,3.0,28.44,16.56
3396,3879,"Trout - Hot Smkd, Dbl Fillet",Parisian-Parisian,2019,3,3.0,45.0,3.0,28.44,16.56
3397,3880,"Trout - Hot Smkd, Dbl Fillet",Parisian-Parisian,2019,4,4.0,60.0,4.0,37.92,22.08
3398,3881,"Trout - Hot Smkd, Dbl Fillet",Parisian-Parisian,2019,5,3.0,45.0,3.0,28.44,16.56
3399,3882,"Trout - Hot Smkd, Dbl Fillet",Parisian-Parisian,2019,6,3.0,45.0,3.0,28.44,16.56
3401,3884,Wine - Dubouef Macon - Villages,Parisian-Parisian,2019,1,2.0,20.0,2.0,8.96,11.04
3404,3887,White Baguette,Parisian-Parisian,2019,2,1.0,12.75,1.0,7.23,5.52
3406,3889,White Baguette,Parisian-Parisian,2019,3,1.0,10.0,1.0,4.48,5.52
3407,3890,White Baguette,Parisian-Parisian,2019,4,2.0,27.5,2.0,16.46,11.04
3408,3891,White Baguette,Parisian-Parisian,2019,5,1.0,13.75,1.0,8.23,5.52
3409,3892,White Baguette,Parisian-Parisian,2019,6,3.0,41.25,3.0,24.69,16.56
3411,3894,Squash - Sunburst,Parisian-Parisian,2019,5,1.0,23.8,1.0,13.46,10.34
3414,3897,Chocolate - Milk,Parisian-Parisian,2019,6,1.0,23.8,1.0,13.46,10.34
3417,3900,Butter Balls Salted,Parisian-Parisian,2019,6,1.0,21.5,1.0,11.58,9.92
3421,3904,Wine - Semi Dry Riesling Vineland,Parisian-Parisian,2019,1,3.0,42.75,3.0,21.72,21.03
3424,3907,Wine - Sawmill Creek Autumn,Parisian-Parisian,2019,2,2.0,48.0,3.0,17.98,30.02
3426,3909,Wine - Sawmill Creek Autumn,Parisian-Parisian,2019,3,2.0,30.25,2.0,16.23,14.02
3427,3910,Wine - Sawmill Creek Autumn,Parisian-Parisian,2019,4,2.0,28.5,2.0,14.48,14.02
3428,3911,Wine - Sawmill Creek Autumn,Parisian-Parisian,2019,5,1.0,14.25,1.0,7.24,7.01
3429,3912,Wine - Sawmill Creek Autumn,Parisian-Parisian,2019,6,3.0,42.75,3.0,21.72,21.03
3431,3914,Icecream Cone - Areo Chocolate,Parisian-Parisian,2019,1,4.0,73.0,3.0,46.04,26.96
3434,3917,Cheese - Camembert,Parisian-Parisian,2019,2,3.0,74.25,3.0,54.03,20.22
3436,3919,Cheese - Camembert,Parisian-Parisian,2019,3,4.0,73.0,3.0,46.04,26.96
3437,3920,Cheese - Camembert,Parisian-Parisian,2019,4,4.0,79.5,4.0,52.54,26.96
3438,3921,Cheese - Camembert,Parisian-Parisian,2019,5,4.0,73.0,4.0,46.04,26.96
3439,3922,Cheese - Camembert,Parisian-Parisian,2019,6,4.0,73.0,4.0,46.04,26.96
3441,3924,"Sugar - Sweet N Low, Individual",Parisian-Parisian,2019,1,1.0,20.0,1.0,10.12,9.88
3445,3928,Sage Derby,Parisian-Parisian,2019,1,1.0,28.9,1.0,10.17,18.729999999999997
3453,3936,Tomatoes - Heirloom,"Jakubowski, Altenwerth and Little",2019,1,5.0,72.5,1.0,25.44,47.06
3457,3940,Tomatoes - Grape,"Jakubowski, Altenwerth and Little",2019,1,8.0,81.5,6.0,42.14,39.36
3460,3943,"Zucchini - Mini, Green","Jakubowski, Altenwerth and Little",2019,2,6.0,64.5,4.0,34.98,29.520000000000003
3462,3945,"Zucchini - Mini, Green","Jakubowski, Altenwerth and Little",2019,3,9.0,96.75,5.0,52.47,44.28
3463,3946,"Zucchini - Mini, Green","Jakubowski, Altenwerth and Little",2019,4,5.0,53.75,4.0,29.15,24.6
3464,3947,"Zucchini - Mini, Green","Jakubowski, Altenwerth and Little",2019,5,6.0,64.5,4.0,34.98,29.520000000000003
3465,3948,"Zucchini - Mini, Green","Jakubowski, Altenwerth and Little",2019,6,5.0,53.75,3.0,29.15,24.6
3467,3950,Octopus,"Jakubowski, Altenwerth and Little",2019,3,1.0,12.38,1.0,6.4,5.98
3471,3954,Skirt - 29 Foot,"Jakubowski, Altenwerth and Little",2019,1,10.0,102.5,6.0,57.6,44.9
3474,3957,Blueberries - Frozen,"Jakubowski, Altenwerth and Little",2019,2,6.0,69.75,4.0,42.81,26.939999999999998
3476,3959,Blueberries - Frozen,"Jakubowski, Altenwerth and Little",2019,3,10.0,102.5,5.0,57.6,44.9
3477,3960,Blueberries - Frozen,"Jakubowski, Altenwerth and Little",2019,4,5.0,51.25,4.0,28.8,22.45
3478,3961,Blueberries - Frozen,"Jakubowski, Altenwerth and Little",2019,5,6.0,61.5,4.0,34.56,26.939999999999998
3479,3962,Blueberries - Frozen,"Jakubowski, Altenwerth and Little",2019,6,5.0,51.25,3.0,28.8,22.45
3481,3964,Wine - Semi Dry Riesling Vineland,"Jakubowski, Altenwerth and Little",2019,1,7.0,99.75,6.0,50.67,49.08
3484,3967,Wine - Sawmill Creek Autumn,"Jakubowski, Altenwerth and Little",2019,2,6.0,92.5,4.0,50.42,42.08
3486,3969,Wine - Sawmill Creek Autumn,"Jakubowski, Altenwerth and Little",2019,3,8.0,114.0,5.0,57.89,56.11
3487,3970,Wine - Sawmill Creek Autumn,"Jakubowski, Altenwerth and Little",2019,4,5.0,71.25,4.0,36.19,35.06
3488,3971,Wine - Sawmill Creek Autumn,"Jakubowski, Altenwerth and Little",2019,5,6.0,85.5,4.0,43.42,42.08
3489,3972,Wine - Sawmill Creek Autumn,"Jakubowski, Altenwerth and Little",2019,6,5.0,71.25,3.0,36.18,35.07
3491,3974,"Sugar - Sweet N Low, Individual","Jakubowski, Altenwerth and Little",2019,1,2.0,51.7,1.0,31.94,19.76
3494,3977,Onions - Vidalia,"Jakubowski, Altenwerth and Little",2019,3,1.0,34.1,1.0,24.22,9.880000000000003
3497,3980,"Arctic Char - Fresh, Whole","Jakubowski, Altenwerth and Little",2019,6,1.0,15.25,1.0,9.71,5.539999999999999
3501,3984,Sage Derby,"Jakubowski, Altenwerth and Little",2019,3,1.0,40.15,1.0,21.42,18.729999999999997
3505,3988,Soup - French Can Pea,"Jakubowski, Altenwerth and Little",2019,1,1.0,17.6,1.0,3.62,13.98
3513,3996,Wine - Riesling Alsace Ac 2001,"Bogisich, Lang and Friesen",2019,1,1.0,12.5,1.0,8.02,4.48
3517,4000,Tomatoes,"Bogisich, Lang and Friesen",2019,4,0.0,0.0,0.0,0.0,0.0
3521,4004,Mix Pina Colada,"Bogisich, Lang and Friesen",2019,4,0.0,0.0,0.0,0.0,0.0
3525,4008,Kohlrabi,"Bogisich, Lang and Friesen",2019,1,6.0,60.0,6.0,35.22,24.78
3528,4011,Puree - Guava,"Bogisich, Lang and Friesen",2019,2,4.0,54.88,5.0,26.48,28.400000000000002
3530,4013,Puree - Guava,"Bogisich, Lang and Friesen",2019,3,5.0,50.0,5.0,29.35,20.65
3531,4014,Puree - Guava,"Bogisich, Lang and Friesen",2019,4,6.0,60.0,6.0,35.22,24.78
3532,4015,Puree - Guava,"Bogisich, Lang and Friesen",2019,5,7.0,70.0,7.0,41.09,28.909999999999997
3533,4016,Puree - Guava,"Bogisich, Lang and Friesen",2019,6,5.0,50.0,5.0,29.35,20.65
3535,4018,Tomatoes - Grape,"Bogisich, Lang and Friesen",2019,1,14.0,150.5,12.0,81.62,68.88
3538,4021,"Zucchini - Mini, Green","Bogisich, Lang and Friesen",2019,2,14.0,150.5,11.0,81.62,68.88
3540,4023,"Zucchini - Mini, Green","Bogisich, Lang and Friesen",2019,3,18.0,195.75,15.0,107.19,88.56
3541,4024,"Zucchini - Mini, Green","Bogisich, Lang and Friesen",2019,4,17.0,193.5,15.0,98.03,95.47
3542,4025,"Zucchini - Mini, Green","Bogisich, Lang and Friesen",2019,5,14.0,150.5,12.0,81.62,68.88
3543,4026,"Zucchini - Mini, Green","Bogisich, Lang and Friesen",2019,6,12.0,129.0,11.0,69.96,59.040000000000006
3545,4028,"Basil - Primerba, Paste","Bogisich, Lang and Friesen",2019,3,1.0,12.93,1.0,6.22,6.71
3549,4032,Cheese - Fontina,"Bogisich, Lang and Friesen",2019,1,4.0,50.8,1.0,3.85,46.949999999999996
3557,4040,Cape Capensis - Fillet,"Bogisich, Lang and Friesen",2019,1,1.0,11.25,1.0,1.47,9.78
3560,4043,Roe - White Fish,"Bogisich, Lang and Friesen",2019,3,2.0,22.5,1.0,3.28,19.22
3562,4045,Roe - White Fish,"Bogisich, Lang and Friesen",2019,6,1.0,11.25,1.0,1.45,9.8
3564,4047,Skirt - 29 Foot,"Bogisich, Lang and Friesen",2019,1,15.0,153.75,14.0,86.4,67.35
3567,4050,Blueberries - Frozen,"Bogisich, Lang and Friesen",2019,2,13.0,166.8,13.0,94.13,72.67000000000002
3569,4052,Blueberries - Frozen,"Bogisich, Lang and Friesen",2019,3,13.0,147.05,11.0,88.68,58.370000000000005
3570,4053,Blueberries - Frozen,"Bogisich, Lang and Friesen",2019,4,15.0,153.75,13.0,86.4,67.35
3571,4054,Blueberries - Frozen,"Bogisich, Lang and Friesen",2019,5,14.0,143.5,13.0,80.64,62.86
3572,4055,Blueberries - Frozen,"Bogisich, Lang and Friesen",2019,6,11.0,112.75,10.0,63.36,49.39
3574,4057,Coffee - Espresso,"Bogisich, Lang and Friesen",2019,1,9.0,135.3,9.0,85.62,49.68000000000001
3577,4060,"Trout - Hot Smkd, Dbl Fillet","Bogisich, Lang and Friesen",2019,2,8.0,136.33,9.0,75.94,60.390000000000015
3579,4062,"Trout - Hot Smkd, Dbl Fillet","Bogisich, Lang and Friesen",2019,3,9.0,136.85,9.0,87.17,49.67999999999999
3580,4063,"Trout - Hot Smkd, Dbl Fillet","Bogisich, Lang and Friesen",2019,4,10.0,150.5,10.0,95.3,55.2
3581,4064,"Trout - Hot Smkd, Dbl Fillet","Bogisich, Lang and Friesen",2019,5,8.0,120.4,8.0,76.24,44.16000000000001
3582,4065,"Trout - Hot Smkd, Dbl Fillet","Bogisich, Lang and Friesen",2019,6,9.0,135.45,8.0,85.78,49.66999999999999
3584,4067,Wine - Dubouef Macon - Villages,"Bogisich, Lang and Friesen",2019,1,9.0,93.0,9.0,43.32,49.68
3587,4070,White Baguette,"Bogisich, Lang and Friesen",2019,2,6.0,68.25,6.0,35.13,33.12
